selector,file,action,reason,original_declarations,new_declarations
.student-card__school,pages/integration/student-info.css,trimmed (overlap removed),Removed overlapping properties ['font-weight'] from lower-priority definition,border-width: 2px; font-weight: var(--font-weight-bold),border-width: 2px
.student-card__year,pages/integration/student-info.css,trimmed (overlap removed),"Removed overlapping properties ['font-size', 'padding'] from lower-priority definition",font-size: var(--font-size-xs); padding: var(--spacing-1) var(--spacing-2),
.student-card__year,pages/integration/student-info.css,trimmed (overlap removed),Removed overlapping properties ['font-weight'] from lower-priority definition,border-width: 2px; font-weight: var(--font-weight-bold),border-width: 2px
.student-card__month,pages/integration/student-info.css,trimmed (overlap removed),"Removed overlapping properties ['font-size', 'padding'] from lower-priority definition",font-size: var(--font-size-xs); padding: var(--spacing-1) var(--spacing-2),
.student-card__month,pages/integration/student-info.css,trimmed (overlap removed),Removed overlapping properties ['font-weight'] from lower-priority definition,border-width: 2px; font-weight: var(--font-weight-bold),border-width: 2px
.student-card__actions .btn,pages/integration/student-info.css,trimmed (overlap removed),Removed overlapping properties ['min-width'] from lower-priority definition,min-width: auto; width: 100%,width: 100%
.student-card__actions,pages/integration/student-info.css,trimmed (overlap removed),Removed overlapping properties ['gap'] from lower-priority definition,flex-direction: column; gap: var(--spacing-2),flex-direction: column
.page-header__content,pages/schools_students/create-forms.css,dropped (covered by higher priority),.page-header__content in pages/schools_students/create-forms.css fully subset of accumulated higher-priority declarations,align-items: center; display: flex; flex: 1; gap: var(--spacing-4); min-width: 0,
.page-header__content,pages/schools_students/students/student-details.css,trimmed (overlap removed),"Removed overlapping properties ['align-items', 'display', 'flex', 'gap'] from lower-priority definition",align-items: flex-start; display: flex; flex: 1; gap: var(--spacing-4),
.page-header__content,pages/integration/page-header.css,trimmed (overlap removed),Removed overlapping properties ['gap'] from lower-priority definition,flex-direction: column; gap: var(--spacing-3); text-align: center,flex-direction: column; text-align: center
.page-header__content,pages/schools_students/create-forms.css,trimmed (overlap removed),"Removed overlapping properties ['flex-direction', 'gap', 'text-align'] from lower-priority definition",flex-direction: column; gap: var(--spacing-3); text-align: center,
.page-header__icon,pages/schools_students/create-forms.css,dropped (covered by higher priority),.page-header__icon in pages/schools_students/create-forms.css fully subset of accumulated higher-priority declarations,"align-items: center; background: linear-gradient(135deg, var(--color-primary), var(--color-primary-hover)); border-radius: var(--border-radius-xl); box-shadow: var(--shadow-md); color: var(--color-white); display: flex; flex-shrink: 0; height: 64px; justify-content: center; width: 64px",
.page-header__icon,pages/schools_students/students/student-details.css,trimmed (overlap removed),"Removed overlapping properties ['align-items', 'background', 'border-radius', 'box-shadow', 'color', 'display', 'flex-shrink', 'height', 'justify-content', 'width'] from lower-priority definition","align-items: center; background: linear-gradient(135deg, var(--color-primary), var(--color-primary-hover)); border-radius: var(--border-radius-xl); box-shadow: var(--shadow-md); color: var(--color-white); display: flex; flex-shrink: 0; height: 60px; justify-content: center; width: 60px",
.page-header__icon,pages/integration/page-header.css,trimmed (overlap removed),"Removed overlapping properties ['height', 'width'] from lower-priority definition",height: 48px; margin: 0 auto; width: 48px,margin: 0 auto
.page-header__icon,pages/schools_students/create-forms.css,trimmed (overlap removed),"Removed overlapping properties ['height', 'margin', 'width'] from lower-priority definition",height: 48px; margin: 0 auto; width: 48px,
.page-title,pages/integration/page-header.css,dropped (same-priority subset),.page-title in pages/integration/page-header.css is strict subset of same-priority pages/integration/page-header.css,font-weight: var(--font-weight-bold),
.page-title,pages/schools_students/create-forms.css,dropped (covered by higher priority),.page-title in pages/schools_students/create-forms.css fully subset of accumulated higher-priority declarations,color: var(--color-text-primary); font-size: var(--font-size-3xl); font-weight: var(--font-weight-bold); line-height: 1.2; margin: 0 0 var(--spacing-2) 0,
.page-title,pages/schools_students/students/student-details.css,dropped (covered by higher priority),.page-title in pages/schools_students/students/student-details.css fully subset of accumulated higher-priority declarations,color: var(--color-text-primary); font-size: var(--font-size-3xl); font-weight: var(--font-weight-bold); line-height: 1.2; margin: 0 0 var(--spacing-2) 0,
.page-title,pages/integration/page-header.css,trimmed (overlap removed),Removed overlapping properties ['font-size'] from lower-priority definition,font-size: var(--font-size-2xl),
.page-title,pages/integration/page-header.css,trimmed (overlap removed),Removed overlapping properties ['font-size'] from lower-priority definition,font-size: var(--font-size-xl),
.page-title,pages/schools_students/create-forms.css,trimmed (overlap removed),Removed overlapping properties ['font-size'] from lower-priority definition,font-size: var(--font-size-2xl),
.page-subtitle,pages/schools_students/create-forms.css,trimmed (overlap removed),"Removed overlapping properties ['color', 'font-size', 'line-height', 'margin'] from lower-priority definition",color: var(--color-text-secondary); font-size: var(--font-size-base); line-height: 1.5; margin: 0,
.page-subtitle,pages/schools_students/students/student-details.css,dropped (covered by higher priority),.page-subtitle in pages/schools_students/students/student-details.css fully subset of accumulated higher-priority declarations,color: var(--color-text-secondary); font-size: var(--font-size-base); line-height: 1.4; margin: 0,
.page-subtitle,pages/integration/page-header.css,trimmed (overlap removed),Removed overlapping properties ['font-size'] from lower-priority definition,font-size: var(--font-size-sm),
.page-subtitle,pages/schools_students/create-forms.css,trimmed (overlap removed),Removed overlapping properties ['font-size'] from lower-priority definition,font-size: var(--font-size-sm),
.instruction-card__content,pages/ai_analysis/indicator.css,trimmed (overlap removed),Removed overlapping properties ['padding'] from lower-priority definition,padding: var(--spacing-4),
.ai-analysis__header-content,pages/ai_analysis/ai_layout.css,trimmed (overlap removed),Removed overlapping properties ['gap'] from lower-priority definition,flex-direction: column; gap: var(--spacing-3); text-align: center,flex-direction: column; text-align: center
.ai-analysis__header-icon,pages/ai_analysis/ai_layout.css,trimmed (overlap removed),"Removed overlapping properties ['height', 'width'] from lower-priority definition",height: 48px; margin: 0 auto; width: 48px,margin: 0 auto
.ai-analysis__actions,pages/ai_analysis/ai_layout.css,trimmed (overlap removed),Removed overlapping properties ['gap'] from lower-priority definition,flex-direction: column; gap: var(--spacing-3),flex-direction: column
.students-management__header,pages/schools_students/management.css,trimmed (overlap removed),Removed overlapping properties ['align-items'] from lower-priority definition,align-items: stretch; flex-direction: column,flex-direction: column
.schools-management__title-section,pages/schools_students/management.css,trimmed (overlap removed),Removed overlapping properties ['min-width'] from lower-priority definition,min-width: auto,
.students-management__title-section,pages/schools_students/students/students.css,dropped (covered by higher priority),.students-management__title-section in pages/schools_students/students/students.css fully subset of accumulated higher-priority declarations,flex: 1; min-width: 300px,
.students-management__title-section,pages/schools_students/management.css,trimmed (overlap removed),Removed overlapping properties ['min-width'] from lower-priority definition,min-width: auto,
.students-management__title-section,pages/schools_students/students/students.css,trimmed (overlap removed),Removed overlapping properties ['min-width'] from lower-priority definition,min-width: auto,
.schools-management__title,pages/schools_students/management.css,trimmed (overlap removed),Removed overlapping properties ['font-size'] from lower-priority definition,font-size: var(--font-size-xl),
.students-management__title,pages/schools_students/students/students.css,dropped (covered by higher priority),.students-management__title in pages/schools_students/students/students.css fully subset of accumulated higher-priority declarations,align-items: center; color: var(--color-text-primary); display: flex; font-size: var(--font-size-3xl); font-weight: var(--font-weight-bold); gap: var(--spacing-3); margin-bottom: var(--spacing-2),
.students-management__title,pages/schools_students/management.css,trimmed (overlap removed),Removed overlapping properties ['font-size'] from lower-priority definition,font-size: var(--font-size-xl),
.students-management__title,pages/schools_students/students/students.css,trimmed (overlap removed),Removed overlapping properties ['font-size'] from lower-priority definition,font-size: var(--font-size-2xl),
.students-management__subtitle,pages/schools_students/students/students.css,dropped (covered by higher priority),.students-management__subtitle in pages/schools_students/students/students.css fully subset of accumulated higher-priority declarations,color: var(--color-text-secondary); font-size: var(--font-size-base); margin: 0,
.students-management__actions,pages/schools_students/students/students.css,trimmed (overlap removed),"Removed overlapping properties ['align-items', 'display', 'gap'] from lower-priority definition",align-items: center; display: flex; gap: var(--spacing-3),
.selection-panel,pages/schools_students/students/students.css,trimmed (overlap removed),"Removed overlapping properties ['background-color', 'border', 'border-radius', 'box-shadow', 'padding', 'transition'] from lower-priority definition",background-color: var(--color-white); border: 2px solid var(--color-border); border-radius: var(--border-radius-xl); box-shadow: var(--shadow-sm); padding: var(--spacing-6); transition: all var(--transition-fast),
.selection-panel,pages/schools_students/management.css,trimmed (overlap removed),Removed overlapping properties ['padding'] from lower-priority definition,padding: var(--spacing-4),
.selection-panel,pages/schools_students/students/students.css,trimmed (overlap removed),Removed overlapping properties ['padding'] from lower-priority definition,padding: var(--spacing-4),
.selection-panel:hover,pages/schools_students/students/students.css,dropped (covered by higher priority),.selection-panel:hover in pages/schools_students/students/students.css fully subset of accumulated higher-priority declarations,border-color: var(--color-primary); box-shadow: var(--shadow-md),
.selection-panel__title,pages/schools_students/students/students.css,dropped (covered by higher priority),.selection-panel__title in pages/schools_students/students/students.css fully subset of accumulated higher-priority declarations,align-items: center; color: var(--color-text-primary); display: flex; font-size: var(--font-size-lg); font-weight: var(--font-weight-semibold); gap: var(--spacing-2); margin-bottom: var(--spacing-6),
.selection-panel__title::before,pages/schools_students/students/students.css,dropped (covered by higher priority),.selection-panel__title::before in pages/schools_students/students/students.css fully subset of accumulated higher-priority declarations,background-color: var(--color-primary); border-radius: var(--border-radius-sm); content: ''; height: 20px; width: 4px,
.selection-panel__content,pages/schools_students/students/students.css,trimmed (overlap removed),"Removed overlapping properties ['display', 'gap', 'grid-template-columns'] from lower-priority definition",display: grid; gap: var(--spacing-6); grid-template-columns: 1fr 1fr,
.selection-panel__content,pages/schools_students/management.css,trimmed (overlap removed),"Removed overlapping properties ['gap', 'grid-template-columns'] from lower-priority definition",gap: var(--spacing-4); grid-template-columns: 1fr,
.selection-panel__content,pages/schools_students/students/students.css,trimmed (overlap removed),"Removed overlapping properties ['gap', 'grid-template-columns'] from lower-priority definition",gap: var(--spacing-4); grid-template-columns: 1fr,
.students-management__empty,pages/schools_students/students/students.css,dropped (same-priority subset),.students-management__empty in pages/schools_students/students/students.css is strict subset of same-priority pages/schools_students/management.css,align-items: center; background-color: var(--color-white); border-radius: var(--border-radius-lg); display: flex; flex-direction: column; justify-content: center; margin: var(--spacing-8) 0; padding: var(--spacing-16); text-align: center,
.students-management__empty,pages/schools_students/students/students.css,dropped (same-priority subset),.students-management__empty in pages/schools_students/students/students.css is strict subset of same-priority pages/schools_students/management.css,border: 2px dashed var(--color-border),
.students-management__empty,pages/schools_students/management.css,trimmed (overlap removed),Removed overlapping properties ['padding'] from lower-priority definition,padding: var(--spacing-8),
.students-management__no-selection,pages/schools_students/students/students.css,dropped (same-priority subset),.students-management__no-selection in pages/schools_students/students/students.css is strict subset of same-priority pages/schools_students/management.css,align-items: center; background-color: var(--color-white); border-radius: var(--border-radius-lg); display: flex; flex-direction: column; justify-content: center; margin: var(--spacing-8) 0; padding: var(--spacing-16); text-align: center,
.students-management__no-selection,pages/schools_students/students/students.css,dropped (same-priority subset),.students-management__no-selection in pages/schools_students/students/students.css is strict subset of same-priority pages/schools_students/management.css,border: 2px dashed var(--color-border),
.students-management__no-selection,pages/schools_students/management.css,trimmed (overlap removed),Removed overlapping properties ['padding'] from lower-priority definition,padding: var(--spacing-8),
.students-management__empty svg,pages/schools_students/students/students.css,dropped (covered by higher priority),.students-management__empty svg in pages/schools_students/students/students.css fully subset of accumulated higher-priority declarations,color: var(--color-text-muted); margin-bottom: var(--spacing-6),
.students-management__no-selection svg,pages/schools_students/students/students.css,dropped (covered by higher priority),.students-management__no-selection svg in pages/schools_students/students/students.css fully subset of accumulated higher-priority declarations,color: var(--color-text-muted); margin-bottom: var(--spacing-6),
.students-management__empty h3,pages/schools_students/students/students.css,dropped (covered by higher priority),.students-management__empty h3 in pages/schools_students/students/students.css fully subset of accumulated higher-priority declarations,color: var(--color-text-primary); font-size: var(--font-size-xl); margin-bottom: var(--spacing-4),
.students-management__no-selection h3,pages/schools_students/students/students.css,dropped (covered by higher priority),.students-management__no-selection h3 in pages/schools_students/students/students.css fully subset of accumulated higher-priority declarations,color: var(--color-text-primary); font-size: var(--font-size-xl); margin-bottom: var(--spacing-4),
.students-management__empty p,pages/schools_students/students/students.css,dropped (covered by higher priority),.students-management__empty p in pages/schools_students/students/students.css fully subset of accumulated higher-priority declarations,color: var(--color-text-secondary); margin-bottom: var(--spacing-6); margin-left: auto; margin-right: auto; max-width: 400px,
.students-management__no-selection p,pages/schools_students/students/students.css,dropped (covered by higher priority),.students-management__no-selection p in pages/schools_students/students/students.css fully subset of accumulated higher-priority declarations,color: var(--color-text-secondary); margin-bottom: var(--spacing-6); margin-left: auto; margin-right: auto; max-width: 400px,
.students-management__error,pages/schools_students/management.css,trimmed (overlap removed),"Removed overlapping properties ['background-color', 'border-radius', 'margin', 'padding', 'text-align'] from lower-priority definition",background-color: var(--color-error-light); border: 1px solid var(--color-error-border); border-radius: var(--border-radius-lg); margin: var(--spacing-8) 0; padding: var(--spacing-12); text-align: center,border: 1px solid var(--color-error-border)
.students-management__error,pages/schools_students/students/students.css,trimmed (overlap removed),"Removed overlapping properties ['background-color', 'border'] from lower-priority definition",background-color: var(--color-error-light); border: 2px dashed var(--color-error),
.students-management__error svg,pages/schools_students/students/students.css,dropped (same-priority subset),.students-management__error svg in pages/schools_students/students/students.css is strict subset of same-priority pages/schools_students/management.css,color: var(--color-error),
.students-management__error svg,pages/schools_students/students/students.css,trimmed (overlap removed),"Removed overlapping properties ['color', 'margin-bottom'] from lower-priority definition",color: var(--color-text-muted); margin-bottom: var(--spacing-6),
.students-management__error h2,pages/schools_students/students/students.css,dropped (same-priority subset),.students-management__error h2 in pages/schools_students/students/students.css is strict subset of same-priority pages/schools_students/management.css,color: var(--color-error),
.students-management__error h2,pages/schools_students/management.css,trimmed (overlap removed),"Removed overlapping properties ['color', 'margin-bottom'] from lower-priority definition",color: var(--color-error); margin-bottom: var(--spacing-4),
.students-management__error p,pages/schools_students/management.css,dropped (same-priority subset),.students-management__error p in pages/schools_students/management.css is strict subset of same-priority pages/schools_students/students/students.css,color: var(--color-text-secondary); margin-bottom: var(--spacing-6),
"/* ========================================
   ANIMATIONS
======================================== */

@keyframes slideDown",pages/schools_students/create-forms.css,dropped (covered by higher priority),"/* ========================================
   ANIMATIONS
======================================== */

@keyframes slideDown in pages/schools_students/create-forms.css fully subset of accumulated higher-priority declarations","from {
    opacity: 0; transform: translateY(-10px)",
"/* ========================================
   PAGE HEADER
======================================== */

.page-header",pages/schools_students/students/student-details.css,trimmed (overlap removed),"Removed overlapping properties ['align-items', 'background-color', 'border', 'border-radius', 'box-shadow', 'display', 'justify-content', 'margin-bottom', 'padding'] from lower-priority definition",align-items: flex-start; background-color: var(--color-white); border: 1px solid var(--color-border-light); border-radius: var(--border-radius-xl); box-shadow: var(--shadow-md); display: flex; justify-content: space-between; margin-bottom: var(--spacing-8); padding: var(--spacing-6),
.create-student-form,pages/schools_students/create-forms.css,trimmed (overlap removed),"Removed overlapping properties ['gap', 'padding'] from lower-priority definition",gap: var(--spacing-6); padding: var(--spacing-6),
.create-student-form,pages/schools_students/create-forms.css,trimmed (overlap removed),"Removed overlapping properties ['gap', 'padding'] from lower-priority definition",gap: var(--spacing-4); padding: var(--spacing-4),
.form-section::before,pages/schools_students/create-forms.css,trimmed (overlap removed),Removed overlapping properties ['width'] from lower-priority definition,width: 6px,
.create-student-form .form-input,pages/schools_students/create-forms.css,trimmed (overlap removed),"Removed overlapping properties ['font-size', 'min-height'] from lower-priority definition",font-size: var(--font-size-base); min-height: 44px,
.create-student-form .form-error,pages/schools_students/create-forms.css,trimmed (overlap removed),Removed overlapping properties ['font-weight'] from lower-priority definition,border-width: 2px; font-weight: var(--font-weight-bold),border-width: 2px
.create-student-form .form-actions,pages/schools_students/create-forms.css,trimmed (overlap removed),"Removed overlapping properties ['margin-bottom', 'margin-left', 'margin-right'] from lower-priority definition",flex-direction: column-reverse; margin-bottom: calc(-1 * var(--spacing-6)); margin-left: calc(-1 * var(--spacing-6)); margin-right: calc(-1 * var(--spacing-6)); padding: var(--spacing-4),flex-direction: column-reverse; padding: var(--spacing-4)
.create-school-form .form-actions .btn,pages/schools_students/create-forms.css,trimmed (overlap removed),Removed overlapping properties ['min-width'] from lower-priority definition,min-width: auto; width: 100%,width: 100%
.create-student-form .form-actions .btn,pages/schools_students/create-forms.css,trimmed (overlap removed),Removed overlapping properties ['min-width'] from lower-priority definition,min-width: auto; width: 100%,width: 100%
.create-school-form,pages/schools_students/create-forms.css,trimmed (overlap removed),"Removed overlapping properties ['gap', 'padding'] from lower-priority definition",gap: var(--spacing-4); padding: var(--spacing-4),
.section-title,pages/schools_students/schools/schools.css,trimmed (overlap removed),"Removed overlapping properties ['color', 'font-size', 'font-weight', 'position'] from lower-priority definition",border-bottom: 2px solid var(--color-primary-light); color: var(--color-text-primary); font-size: var(--font-size-xl); font-weight: var(--font-weight-semibold); margin-bottom: var(--spacing-6); padding-bottom: var(--spacing-3); position: relative,border-bottom: 2px solid var(--color-primary-light); margin-bottom: var(--spacing-6); padding-bottom: var(--spacing-3)
"/* ========================================
   FORM HELP TEXT
======================================== */

.form-help",pages/schools_students/students/student-details.css,trimmed (overlap removed),"Removed overlapping properties ['align-items', 'color', 'display', 'font-size', 'gap', 'margin-top'] from lower-priority definition",align-items: center; color: var(--color-text-muted); display: flex; font-size: var(--font-size-xs); gap: var(--spacing-1); margin-top: var(--spacing-1),
.loading-spinner,pages/schools_students/students/students.css,trimmed (overlap removed),"Removed overlapping properties ['animation', 'border', 'border-radius', 'height', 'width'] from lower-priority definition",animation: spin 1s linear infinite; border: 3px solid var(--color-border-light); border-radius: 50%; border-top: 3px solid var(--color-primary); height: 32px; width: 32px,border-top: 3px solid var(--color-primary)
.loading-spinner,pages/schools_students/students/students.css,trimmed (overlap removed),Removed overlapping properties ['animation'] from lower-priority definition,animation: none,
.meeting-card__info,pages/schools_students/students/student-details.css,trimmed (overlap removed),"Removed overlapping properties ['display', 'gap'] from lower-priority definition",display: flex; flex-wrap: wrap; gap: var(--spacing-4),flex-wrap: wrap
.meeting-info-item,pages/schools_students/students/student-details.css,trimmed (overlap removed),"Removed overlapping properties ['align-items', 'display', 'font-size', 'gap'] from lower-priority definition",align-items: center; display: flex; font-size: var(--font-size-sm); gap: var(--spacing-2),
.meeting-info-item,pages/meetings/meeting-cards.css,trimmed (overlap removed),"Removed overlapping properties ['align-items', 'gap'] from lower-priority definition",align-items: flex-start; flex-direction: column; gap: var(--spacing-1),flex-direction: column
.sen-tags,pages/meetings/meeting-cards.css,dropped (same-priority subset),.sen-tags in pages/meetings/meeting-cards.css is strict subset of same-priority pages/schools_students/students/student-details.css,display: flex; flex-wrap: wrap; gap: var(--spacing-2),
.sen-tags,pages/meetings/meeting-cards.css,trimmed (overlap removed),Removed overlapping properties ['gap'] from lower-priority definition,gap: var(--spacing-1),
.sen-tag,pages/schools_students/students/student-details.css,trimmed (overlap removed),"Removed overlapping properties ['background-color', 'border-radius', 'font-size', 'padding'] from lower-priority definition",background-color: var(--color-secondary-light); border-radius: var(--border-radius-full); font-size: var(--font-size-xs); padding: var(--spacing-1) var(--spacing-2),
.sen-tag,pages/meetings/meeting-cards.css,trimmed (overlap removed),"Removed overlapping properties ['font-size', 'padding'] from lower-priority definition",font-size: 10px; padding: var(--spacing-0-5) var(--spacing-1-5),
.sen-tag,pages/meetings/meeting-cards.css,trimmed (overlap removed),Removed overlapping properties ['font-weight'] from lower-priority definition,border-width: 2px; font-weight: var(--font-weight-bold),border-width: 2px
.support-level-badge,pages/schools_students/students/student-details.css,trimmed (overlap removed),"Removed overlapping properties ['border-radius', 'display', 'font-size', 'padding'] from lower-priority definition",border-radius: var(--border-radius-full); display: inline-block; font-size: var(--font-size-xs); margin-left: var(--spacing-2); padding: var(--spacing-1) var(--spacing-2),margin-left: var(--spacing-2)
.support-level-badge,pages/meetings/meeting-cards.css,trimmed (overlap removed),"Removed overlapping properties ['font-size', 'padding'] from lower-priority definition",font-size: 10px; padding: var(--spacing-0-5) var(--spacing-2),
.support-level-badge,pages/meetings/meeting-cards.css,trimmed (overlap removed),Removed overlapping properties ['font-weight'] from lower-priority definition,border-width: 2px; font-weight: var(--font-weight-bold),border-width: 2px
.meeting-type-badge,pages/meetings/meeting-cards.css,trimmed (overlap removed),"Removed overlapping properties ['font-size', 'padding'] from lower-priority definition",font-size: 10px; padding: var(--spacing-0-5) var(--spacing-2),
.meeting-type-badge,pages/meetings/meeting-cards.css,trimmed (overlap removed),Removed overlapping properties ['font-weight'] from lower-priority definition,border-width: 2px; font-weight: var(--font-weight-bold),border-width: 2px
.modal__header,pages/schools_students/students/student-details.css,dropped (same-priority subset),.modal__header in pages/schools_students/students/student-details.css is strict subset of same-priority pages/schools_students/students/student-details.css,border-bottom: 1px solid var(--color-border-light),
.modal__footer,pages/schools_students/students/student-details.css,trimmed (overlap removed),Removed overlapping properties ['border-bottom'] from lower-priority definition,border-bottom: 1px solid var(--color-border-light); padding: var(--spacing-5),padding: var(--spacing-5)
.search-bar__input svg,pages/schools_students/schools/schools.css,trimmed (overlap removed),"Removed overlapping properties ['color', 'left', 'position', 'z-index'] from lower-priority definition",color: var(--color-text-muted); left: var(--spacing-3); position: absolute; z-index: 1,
.search-bar__clear,pages/schools_students/schools/schools.css,dropped (covered by higher priority),.search-bar__clear in pages/schools_students/schools/schools.css fully subset of accumulated higher-priority declarations,background: none; border: none; border-radius: var(--border-radius-sm); color: var(--color-text-muted); cursor: pointer; padding: var(--spacing-1); position: absolute; right: var(--spacing-3); transition: all var(--transition-fast); z-index: 2,
.search-bar__clear:hover,pages/schools_students/schools/schools.css,dropped (covered by higher priority),.search-bar__clear:hover in pages/schools_students/schools/schools.css fully subset of accumulated higher-priority declarations,background-color: var(--color-background-light); color: var(--color-text-secondary),
.filter-toggle__icon,pages/schools_students/students/students.css,trimmed (overlap removed),Removed overlapping properties ['transition'] from lower-priority definition,transition: none,
"/* ========================================
   FILTER PANEL
======================================== */

.filter-panel",pages/schools_students/schools/schools.css,trimmed (overlap removed),"Removed overlapping properties ['background-color', 'border', 'border-radius', 'margin-bottom', 'padding'] from lower-priority definition",background-color: var(--color-background-light); border: 1px solid var(--color-border-light); border-radius: var(--border-radius-lg); margin-bottom: var(--spacing-6); padding: var(--spacing-5),
.filter-panel__content,pages/schools_students/schools/schools.css,dropped (covered by higher priority),.filter-panel__content in pages/schools_students/schools/schools.css fully subset of accumulated higher-priority declarations,"display: grid; gap: var(--spacing-4); grid-template-columns: repeat(auto-fit, minmax(200px, 1fr))",
.filter-panel__content,pages/schools_students/students/students.css,trimmed (overlap removed),Removed overlapping properties ['grid-template-columns'] from lower-priority definition,grid-template-columns: 1fr,
.filter-panel__content,pages/schools_students/schools/schools.css,trimmed (overlap removed),Removed overlapping properties ['grid-template-columns'] from lower-priority definition,grid-template-columns: 1fr,
.results-summary,pages/schools_students/schools/schools.css,trimmed (overlap removed),"Removed overlapping properties ['background-color', 'border-radius', 'color', 'font-size', 'margin', 'padding'] from lower-priority definition",background-color: var(--color-background-light); border: 1px solid var(--color-border-light); border-radius: var(--border-radius-md); color: var(--color-text-secondary); font-size: var(--font-size-sm); margin: 0; padding: var(--spacing-3) var(--spacing-4),border: 1px solid var(--color-border-light)
.students-table,pages/schools_students/schools/schools.css,dropped (covered by higher priority),.students-table in pages/schools_students/schools/schools.css fully subset of accumulated higher-priority declarations,border-collapse: collapse; font-size: var(--font-size-sm); width: 100%,
.students-table,pages/schools_students/schools/schools.css,trimmed (overlap removed),Removed overlapping properties ['font-size'] from lower-priority definition,font-size: var(--font-size-xs),
.students-table th,pages/schools_students/schools/schools.css,dropped (covered by higher priority),.students-table th in pages/schools_students/schools/schools.css fully subset of accumulated higher-priority declarations,background-color: var(--color-background-light); border-bottom: 2px solid var(--color-border); color: var(--color-text-primary); font-size: var(--font-size-xs); font-weight: var(--font-weight-semibold); letter-spacing: 0.05em; padding: var(--spacing-4); text-align: left; text-transform: uppercase; white-space: nowrap,
.students-table th,pages/schools_students/schools/schools.css,trimmed (overlap removed),Removed overlapping properties ['padding'] from lower-priority definition,padding: var(--spacing-2),
.students-table th,pages/schools_students/schools/schools.css,trimmed (overlap removed),Removed overlapping properties ['padding'] from lower-priority definition,padding: var(--spacing-1-5),
.students-table td,pages/schools_students/students/students.css,dropped (same-priority subset),.students-table td in pages/schools_students/students/students.css is strict subset of same-priority pages/schools_students/schools/schools.css,border-bottom: 1px solid var(--color-border-light); padding: var(--spacing-4); vertical-align: middle,
.students-table td,pages/schools_students/schools/schools.css,trimmed (overlap removed),Removed overlapping properties ['padding'] from lower-priority definition,padding: var(--spacing-2),
.students-table td,pages/schools_students/schools/schools.css,trimmed (overlap removed),Removed overlapping properties ['padding'] from lower-priority definition,padding: var(--spacing-1-5),
.students-table tr:hover,pages/schools_students/schools/schools.css,dropped (covered by higher priority),.students-table tr:hover in pages/schools_students/schools/schools.css fully subset of accumulated higher-priority declarations,background-color: var(--color-background-light),
.school-card__header,pages/schools_students/schools/schools.css,trimmed (overlap removed),Removed overlapping properties ['padding'] from lower-priority definition,padding: var(--spacing-4),
.school-card__content,pages/schools_students/schools/schools.css,trimmed (overlap removed),Removed overlapping properties ['padding'] from lower-priority definition,padding: var(--spacing-4),
.school-card__actions,pages/schools_students/schools/schools.css,trimmed (overlap removed),"Removed overlapping properties ['gap', 'padding'] from lower-priority definition",flex-direction: column; gap: var(--spacing-2); padding: 0 var(--spacing-4) var(--spacing-4),flex-direction: column
.school-card__actions .btn,pages/schools_students/schools/schools.css,trimmed (overlap removed),Removed overlapping properties ['flex'] from lower-priority definition,flex: none; width: 100%,width: 100%
.school-detail__title-section,pages/schools_students/schools/schools.css,trimmed (overlap removed),Removed overlapping properties ['gap'] from lower-priority definition,flex-direction: column; gap: var(--spacing-3); text-align: center,flex-direction: column; text-align: center
.school-detail__icon,pages/schools_students/schools/schools.css,trimmed (overlap removed),"Removed overlapping properties ['height', 'width'] from lower-priority definition",height: 48px; margin: 0 auto; width: 48px,margin: 0 auto
.school-detail__title,pages/schools_students/schools/schools.css,trimmed (overlap removed),Removed overlapping properties ['font-size'] from lower-priority definition,font-size: var(--font-size-2xl),
.school-detail__subtitle,pages/schools_students/schools/schools.css,trimmed (overlap removed),Removed overlapping properties ['font-size'] from lower-priority definition,font-size: var(--font-size-base),
.school-detail__info-grid,pages/schools_students/schools/schools.css,trimmed (overlap removed),"Removed overlapping properties ['gap', 'grid-template-columns'] from lower-priority definition",gap: var(--spacing-4); grid-template-columns: 1fr,
.filters-row,pages/schools_students/schools/schools.css,trimmed (overlap removed),"Removed overlapping properties ['align-items', 'gap'] from lower-priority definition",align-items: stretch; flex-direction: column; gap: var(--spacing-3),flex-direction: column
.student-info,pages/schools_students/schools/schools.css,trimmed (overlap removed),Removed overlapping properties ['gap'] from lower-priority definition,gap: var(--spacing-2),
.selected-student-card:hover,pages/meetings/selected-student.css,trimmed (overlap removed),Removed overlapping properties ['transform'] from lower-priority definition,transform: none,
.selected-student-avatar,pages/meetings/selected-student.css,trimmed (overlap removed),"Removed overlapping properties ['font-size', 'height', 'width'] from lower-priority definition",font-size: var(--font-size-xl); height: 56px; margin: 0 auto; width: 56px,margin: 0 auto
.selected-student-avatar,pages/meetings/selected-student.css,trimmed (overlap removed),"Removed overlapping properties ['font-size', 'height', 'width'] from lower-priority definition",font-size: var(--font-size-lg); height: 48px; width: 48px,
.selected-student-avatar::before,pages/meetings/selected-student.css,trimmed (overlap removed),Removed overlapping properties ['animation'] from lower-priority definition,animation: none,
.selected-student-details h3,pages/meetings/selected-student.css,dropped (same-priority subset),.selected-student-details h3 in pages/meetings/selected-student.css is strict subset of same-priority pages/meetings/selected-student.css,font-weight: var(--font-weight-bold),
.selected-student-details h3,pages/meetings/selected-student.css,trimmed (overlap removed),Removed overlapping properties ['font-size'] from lower-priority definition,font-size: var(--font-size-lg),
